66,37,188,154
67,35,188,155
69,35,187,154
70,34,188,155
72,34,187,154
73,33,188,155
76,33,187,155
77,33,187,155
78,33,188,155
78,33,188,155
79,34,188,154
81,35,187,154
81,36,188,154
82,37,187,155
82,39,188,155
82,42,188,155
82,45,188,155
81,48,188,155
80,50,188,154
81,51,186,155
78,52,188,154
78,52,187,154
76,52,188,154
77,52,185,154
75,52,186,154
73,52,187,155
73,52,186,155
72,51,186,156
72,51,185,156
73,50,184,156
71,50,185,156
71,50,185,156
72,50,184,156
72,50,184,156
73,50,183,156
72,50,183,156
72,50,183,156
73,50,182,156
74,51,181,155
74,50,182,155
74,50,182,155
74,50,182,155
75,49,182,155
75,49,182,154
76,48,181,154
77,47,180,155
76,46,181,155
77,45,180,155
76,44,180,155
77,44,178,155
