315,140,113,115
272,121,112,120
267,114,104,123
290,97,90,127
301,71,80,129
309,61,70,131
305,64,63,131
304,63,59,134
309,66,60,133
317,74,60,131
326,74,60,128
324,83,63,128
309,99,68,123
292,117,73,124
294,120,75,123
294,120,75,124
291,115,76,122
277,119,79,119
268,121,80,117
255,113,82,116
244,104,83,115
240,98,79,111
233,100,84,111
221,111,85,110
212,120,84,106
211,122,86,104
213,131,83,101
210,143,86,100
210,155,85,96
203,172,84,91
199,180,84,89
210,187,80,87
214,195,80,82
209,203,81,81
207,208,79,75
215,207,79,75
218,193,79,76
216,180,77,76
221,177,76,76
227,175,72,75
229,168,70,75
232,159,69,74
242,157,65,73
247,158,64,72
248,159,61,71
255,152,59,71
262,145,56,72
261,140,55,73
252,138,54,75
253,119,51,71
244,104,52,70
237,102,51,67
236,95,50,66
242,75,50,65
249,68,50,64
244,75,50,62
238,76,50,62
246,74,49,62
248,84,49,62
242,104,49,62
240,116,50,62
238,125,48,61
236,137,49,59
236,134,49,58
218,133,51,59
204,126,54,58
200,101,54,58
189,89,56,59
175,96,57,58
155,106,64,58
140,97,67,63
138,85,70,66
142,80,70,67
140,78,71,67
141,79,72,69
139,89,73,72
144,91,72,73
153,94,71,72
158,97,69,71
159,89,66,72
156,99,65,72
152,113,64,71
146,108,64,72
148,96,63,72
152,94,63,70
155,98,62,69
158,98,63,70
161,101,64,69
167,105,66,68
173,109,68,68
176,116,69,68
183,124,70,68
187,129,71,67
196,132,72,68
203,136,74,66
198,148,74,66
194,158,73,64
196,152,74,64
198,140,75,62
190,136,76,61
180,132,77,61
179,128,77,61
180,127,77,62
178,129,76,64
176,131,76,65
172,134,77,67
168,142,77,67
168,140,79,69
178,129,79,70
193,120,79,72
184,114,79,73
173,105,81,75
169,89,83,77
163,72,84,78
142,62,87,79
122,55,88,81
118,46,89,82
126,41,91,82
128,50,93,83
113,59,95,84
98,64,97,86
101,77,100,87
112,88,102,88
117,92,105,90
117,96,108,91
114,93,111,92
115,90,113,94
127,88,114,95
135,81,117,97
134,78,119,100
129,80,122,102
129,80,122,102
129,76,126,104
131,73,125,106
124,71,127,107
119,67,128,108
123,66,130,110
125,69,132,111
122,73,133,112
122,79,135,113
129,84,135,114
134,83,136,116
130,73,138,116
136,68,138,117
153,58,138,119
155,57,140,119
142,59,141,120
134,61,142,121
142,61,143,123
151,66,143,124
148,75,144,125
142,83,145,126
140,88,146,128
146,91,147,131
154,97,150,131
164,101,149,131
153,101,151,133
138,109,152,135
147,110,152,136
160,101,154,137
164,91,156,137
153,83,157,137
141,84,158,138
144,89,159,139
156,90,159,138
164,86,159,140
164,85,161,141
161,85,163,142
158,88,165,143
148,89,167,145
141,96,167,144
139,97,168,146
132,96,170,148
129,102,172,146
131,105,171,148
131,105,173,148
126,103,172,148
123,102,173,148
131,100,173,148
139,96,173,148
141,98,172,147
137,98,173,148
138,95,173,149
140,93,172,148
136,94,174,148
131,93,175,149
131,90,174,150
132,90,175,149
133,92,174,149
132,94,174,150
129,98,175,150
128,103,174,151
129,104,175,150
131,104,174,150
130,106,174,149
131,105,175,150
